202408271112567065001,1724680800,COLES 0581 CLAYTON AU,,COLES 0581 CLAYTON AU,-18.8,81.66,H131647044056,COLES
202408262257496026871,1724680800,Transfer To Derick CommBank App Rent,,Transfer To Derick CommBank App Rent,-491.0,100.46,N282746796168,RENT
202408262257220208681,1724680800,Transfer from xx0274 CommBank app,,Transfer from xx0274 CommBank app,491.0,591.46,N282746282901,D
202408251039235451231,1724508000,UBER* TRIP,,UBER* TRIP,-9.45,100.46,H131639072022,UBER
202408250511484781021,1724508000,SQ *KONG THE BARBER Clayton AU,,SQ *KONG THE BARBER Clayton AU,-40.0,109.91,H131637871061,BARBER
28,1725408000,a,b,ABCD DREAMZ PTY LTD CLAYTON AU,-10.89,26.43,a,other
29,1725408000,a,b,COLES 0536 CLAYTON AU,-9.4,37.32,a,COLES
30,1725321600,a,b,UBER* TRIP,-12.69,46.72,a,UBER
31,1725321600,a,b,Return AMZNPRIMEAU MEMBERSHIP SYDNEY SOUTH NS AUS Card xx7189 Value Date: 29/08/2024,9.99,59.41,a,other
32,1725321600,a,b,RMIT UNIVERSITY MELBOURNE AUS Card xx7189 Value Date: 01/09/2024,-175.32,49.42,a,other
33,1725235200,a,b,STRIKE AUSTRALIA PTY GLEN WAVERLE AU,-8.25,224.74,a,STRIKE
34,1725148800,a,b,COLES 0536 CLAYTON AU,-2.5,232.99,a,COLES
35,1725148800,a,b,COLES 0581 CLAYTON AU,-6.7,235.49,a,COLES
36,1725148800,a,b,COSTCO WHOLESALE AUSTR MOORABBIN AIRAU,-67.25,242.19,a,COSTCO
37,1725148800,a,b,Transfer from xx0274 CommBank app,100.0,309.44,a,D
38,1725148800,a,b,Transfer from xx0274 CommBank app,200.0,209.44,a,D
39,1725148800,a,b,Debit Excess Interest,-0.03,9.44,a,other
40,1725062400,a,b,AMZNPRIMEAU MEMBERSHIP SYDNEY SOUTH NS AUS Card xx7189 Value Date: 29/08/2024,-9.99,9.47,a,other
41,1724976000,a,b,Overdraw Fee For exceeding available funds on 29 Aug,-15.0,19.46,a,COMM
42,1724976000,a,b,Transfer from xx0274 CommBank app,50.0,34.46,a,D
43,1724889600,a,b,COLES 0581 CLAYTON AU,-22.11,-15.54,a,COLES
44,1724889600,a,b,MYKI SPRINGVLE RS SPG SPRINGVALE VICAU,-30.0,6.57,a,MYKI
45,1724889600,a,b,COLES 0536 CLAYTON AU,-7.5,36.57,a,COLES
46,1724803200,a,b,COLES 0536 CLAYTON AU,-12.5,44.07,a,COLES
47,1724803200,a,b,The Clayton Hotel Clayton AU,-32.7,56.57,a,other
48,1724803200,a,b,Transfer from xx0274 CommBank app,50.0,89.27,a,D
49,1724803200,a,b,MORE TELECOM STH MELBOURNE AU AUS Card xx7189 Value Date: 26/08/2024,-32.4,39.27,a,other
50,1724803200,a,b,UBER *ONE Sydney AU AUS Card xx7189 Value Date: 26/08/2024,-9.99,71.67,a,UBER
51,1724716800,a,b,COLES 0581 CLAYTON AU,-18.8,81.66,a,COLES
52,1724716800,a,b,Transfer To Derick CommBank App Rent,-491.0,100.46,a,RENT
53,1724716800,a,b,Transfer from xx0274 CommBank app,491.0,591.46,a,D
54,1724544000,a,b,UBER* TRIP,-9.45,100.46,a,UBER
55,1724544000,a,b,SQ *KONG THE BARBER Clayton AU,-40.0,109.91,a,BARBER
56,1724544000,a,b,Fast Transfer From MATHEWS TOMY to PayID Phone settled,100.0,149.91,a,other
57,1724544000,a,b,LITTLE INDIA MART Clayton SouthAU,-56.36,49.91,a,other
58,1724544000,a,b,Transfer from xx0274 CommBank app,50.0,106.27,a,D
59,1724544000,a,b,COSTCO WHOLESALE AUSTR MOORABBIN AIRAU,-80.23,56.27,a,COSTCO
60,1724544000,a,b,Transfer from xx0274 CommBank app,100.0,136.5,a,D
61,1724544000,a,b,UBER* TRIP,-11.08,36.5,a,UBER
62,1724457600,a,b,COLES 0536 CLAYTON AU,-28.0,47.58,a,COLES
63,1724457600,a,b,CLAYTON AQUATIC & HEA CLAYTON VICAU,-32.3,75.58,a,GYM
64,1724457600,a,b,Transfer from xx0274 CommBank app Allowance,100.0,107.88,a,D
65,1724457600,a,b,CocaColaEPP Springvale AUS Card xx7189 Value Date: 21/08/2024,-4.2,7.88,a,other
66,1724457600,a,b,DOT MYKI RELOAD MELBOURNE AUS Card xx7189 Value Date: 21/08/2024,-50.0,12.08,a,MYKI
67,1724371200,a,b,COLES 0602 MELBOURNE AU,-2.5,62.08,a,COLES
68,1724284800,a,b,COLES 0581 CLAYTON AU,-43.27,64.58,a,COLES
69,1724284800,a,b,Transfer from xx0274 CommBank app,50.0,107.85,a,D
70,1724198400,a,b,Transfer from xx0274 CommBank app,50.0,57.85,a,D
71,1724198400,a,b,KFC BENDIGO BENDIGO AUS Card xx7189 Value Date: 18/08/2024,-22.4,7.85,a,other
72,1724112000,a,b,CocaColaEPP Springvale AUS Card xx7189 Value Date: 15/08/2024,-3.8,30.25,a,other
73,1724025600,a,b,COLES 0581 CLAYTON AU,-37.04,34.05,a,COLES
74,1724025600,a,b,Transfer from xx0274 CommBank app,50.0,71.09,a,D
75,1723852800,a,b,SQ *HANDLE BAR Bendigo AU,-30.0,21.09,a,other
76,1723852800,a,b,1ST CHOICE 7057 BENDIGO AU,-43.0,51.09,a,other
77,1723852800,a,b,COLES 7838 BENDIGO AU,-15.4,94.09,a,COLES
78,1723852800,a,b,COLES 0581 CLAYTON AU,-18.0,109.49,a,COLES
79,1723766400,a,b,RMIT UNIVERSITY MELBOURNE AUS Card xx7189 Value Date: 14/08/2024,-8832.0,127.49,a,other
80,1723680000,a,b,COLES 0581 CLAYTON AU,-13.4,8959.49,a,COLES
81,1723593600,a,b,Transfer from xx0274 CommBank app,8900.0,8972.89,a,D
82,1723593600,a,b,JB HI FI CHADSTONE CHADSTONE AU,-77.99,72.89,a,other
83,1723593600,a,b,KMART 1147 CHADSTONE AU,-29.0,150.88,a,other
84,1723593600,a,b,Transfer from xx0274 CommBank app,100.0,179.88,a,D
85,1723593600,a,b,Uniqlo Australia Pty Ltd Chadstone AU,-139.95,79.88,a,other
86,1723593600,a,b,Transfer from xx0274 CommBank app,100.0,219.83,a,D
87,1723593600,a,b,MYKI CLAYTON RS CLA CLAYTON VICAU,-50.0,119.83,a,MYKI
88,1723593600,a,b,Transfer to xx0274 CommBank app Invest,-3000.0,169.83,a,other
89,1723593600,a,b,DEPOSIT CASH $3150.00 CHEQUE $0.00 Branch CLAYTON,3150.0,3169.83,a,other
90,1723507200,a,b,DOT MYKI RELOAD MELBOURNE AUS Card xx7189 Value Date: 08/08/2024,-40.0,19.83,a,MYKI
91,1723420800,a,b,Transfer To Derick CommBank App Bill,-150.0,59.83,a,other
92,1723420800,a,b,Transfer from xx0274 CommBank app,150.0,209.83,a,D
93,1723420800,a,b,CLAYTON AQUATIC & HEA CLAYTON VICAU,-32.3,59.83,a,GYM
94,1723420800,a,b,Transfer from xx0274 CommBank app,40.0,92.13,a,D
95,1723420800,a,b,COLES 0581 CLAYTON AU,-31.01,52.13,a,COLES
96,1723248000,a,b,Overdraw Fee For exceeding available funds on 09 Aug,-15.0,83.14,a,COMM
97,1723248000,a,b,COLES 0581 CLAYTON AU,-24.29,98.14,a,COLES
98,1723248000,a,b,Transfer from xx0274 CommBank app,100.0,122.43,a,D
99,1723248000,a,b,UBER *TRIP Sydney AU AUS Card xx7189 Value Date: 08/08/2024,-17.7,22.43,a,UBER
100,1723161600,a,b,COLES 0581 CLAYTON AU,-18.35,40.13,a,COLES
101,1723075200,a,b,The Trustee for GULCA SPRINGVALE AU,-14.0,58.48,a,other
102,1723075200,a,b,Transfer from xx0274 CommBank app,70.0,72.48,a,D
103,1722988800,a,b,MYKI MELBCTRL RS MCE MELBOURNE VICAU,-10.0,2.48,a,MYKI
104,1722988800,a,b,SQ *THE BOWEN ST CAFE Melbourne AU,-13.9,12.48,a,other
105,1722988800,a,b,Transfer from xx0274 CommBank app,20.0,26.38,a,D
106,1722816000,a,b,COLES 0581 CLAYTON AU,-4.0,6.38,a,COLES
107,1722816000,a,b,SQ *KIOSK KAFE Springvale AU,-3.5,10.38,a,other
108,1722729600,a,b,COLES 0536 CLAYTON AU,-21.4,13.88,a,COLES
109,1722729600,a,b,Transfer from xx0274 CommBank app,50.0,35.28,a,D
110,1722643200,a,b,MYKI CLAYTON RS CLA CLAYTON VICAU,-30.0,-14.72,a,MYKI
111,1722643200,a,b,UBER *EATS Sydney AU AUS Card xx7189 Value Date: 01/08/2024,-20.24,15.28,a,UBER
112,1722643200,a,b,RMIT UNIVERSITY MELBOURNE AUS Card xx7189 Value Date: 01/08/2024,-8832.0,35.52,a,other
113,1722556800,a,b,ABCD DREAMZ PTY LTD CLAYTON AU,-16.89,8867.52,a,other
114,1722556800,a,b,Transfer to xx0274 CommBank app,-1000.0,8884.41,a,other
115,1722556800,a,b,Fast Transfer From BIJOI JOSE BIJOI,1000.0,9884.41,a,other
116,1722556800,a,b,Transfer to xx0274 CommBank app,-2000.0,8884.41,a,other
117,1722556800,a,b,Fast Transfer From THOMAS MATHEW jais kiran joji,2000.0,10884.41,a,other
118,1722470400,a,b,Transfer from xx0274 CommBank app,8832.0,8884.41,a,D
119,1722470400,a,b,Debit Excess Interest,-0.01,52.41,a,other
120,1722384000,a,b,AMZNPRIMEAU MEMBERSHIP SYDNEY SOUTH NS AUS Card xx7189 Value Date: 29/07/2024,-9.99,52.42,a,other
121,1722297600,a,b,COLES 0602 MELBOURNE AU,-4.2,62.41,a,COLES
122,1722297600,a,b,MORE TELECOM STH MELBOURNE AU AUS Card xx7189 Value Date: 26/07/2024,-32.4,66.61,a,other
123,1722297600,a,b,UBER *ONE Sydney AU AUS Card xx7189 Value Date: 27/07/2024,-9.99,99.01,a,UBER
124,1722211200,a,b,Transfer To Derick CommBank App Rent,-491.0,109.0,a,RENT
125,1722211200,a,b,Transfer from xx0274 CommBank app,491.0,600.0,a,D
126,1722211200,a,b,ZILLA KEBAB DANDENONG VICAU,-19.32,109.0,a,other
127,1722211200,a,b,Refund Purchase UBER* TRIP,1.0,128.32,a,UBER
128,1722211200,a,b,UBER* TRIP,-17.35,127.32,a,UBER
129,1722211200,a,b,Transfer from xx0274 CommBank app,100.0,144.67,a,D
130,1722038400,a,b,IPY*CLAYTONAQCHEALTH Clayton South VI AUS Card xx7189 Value Date: 25/07/2024,-32.3,44.67,a,other
131,1721952000,a,b,COLES 0581 CLAYTON AU,-45.28,76.97,a,COLES
132,1721952000,a,b,Transfer from xx0274 CommBank app,50.0,122.25,a,D
133,1721779200,a,b,Refund Purchase UBER* TRIP,1.03,72.25,a,UBER
134,1721779200,a,b,UBER* TRIP,-18.66,71.22,a,UBER
135,1721779200,a,b,STRIKE AUSTRALIA PTY GLEN WAVERLE AU,-10.0,89.88,a,STRIKE
136,1721779200,a,b,Transfer from xx0274 CommBank app,100.0,99.88,a,D
137,1721692800,a,b,COLES 0536 CLAYTON AU,-4.5,-0.12,a,COLES
138,1721606400,a,b,COLES 0581 CLAYTON AU,-19.56,4.38,a,COLES
139,1721606400,a,b,Transfer from xx0274 CommBank app,30.0,23.94,a,D
140,1721520000,a,b,UBER* TRIP,-19.51,-6.06,a,UBER
141,1721433600,a,b,MYKI CLAYTON RS CLA CLAYTON VICAU,-50.0,13.45,a,MYKI
142,1721433600,a,b,Transfer from xx0274 CommBank app,50.0,63.45,a,D
143,1721433600,a,b,COLES 0536 CLAYTON AU,-20.76,13.45,a,COLES
144,1721433600,a,b,"Transfer To elise CommBank App Kiran , Zoe bday",-10.0,34.21,a,other
145,1721260800,a,b,COLES 0581 CLAYTON AU,-21.94,44.21,a,COLES
146,1721260800,a,b,Alinta Energy CommBank app BPAY 168930 10292002886 Bill,-319.42,66.15,a,other
147,1721260800,a,b,Transfer from xx0274 CommBank app,320.0,385.57,a,D
148,1721260800,a,b,PIATELLA CAFE BAR GLEN WAVERLEY VI AUS Card xx7189 Value Date: 15/07/2024,-15.0,65.57,a,other
149,1721260800,a,b,CLAYTON AQUATIC & HEA CLAYTON AUS Card xx7189 Value Date: 15/07/2024,-32.3,80.57,a,GYM
150,1721174400,a,b,QUEEN STREET BOOKS BENDIGO VICAU,-64.92,112.87,a,other
151,1721174400,a,b,Transfer from xx0274 CommBank app,150.0,177.79,a,D
152,1721174400,a,b,COLES 0536 CLAYTON AU,-2.85,27.79,a,COLES
153,1721174400,a,b,COLES 0536 CLAYTON AU,-13.58,30.64,a,COLES
154,1721174400,a,b,CocaColaEPP Richmond AUS Card xx7189 Value Date: 13/07/2024,-3.8,44.22,a,other
155,1721088000,a,b,BP MOORABBIN 4444 MOORABBIN AU,-9.7,48.02,a,other
156,1721088000,a,b,Refund Purchase UBER* TRIP,18.66,57.72,a,UBER
157,1721088000,a,b,UBER* TRIP,-18.66,39.06,a,UBER
158,1720828800,a,b,WW METRO 3089 DOCKLANDS VIC AU,-6.5,57.72,a,other
159,1720828800,a,b,WYG668 PTY LTD GLEN WAVERLEYVICAU,-18.07,64.22,a,other
160,1720828800,a,b,MYKI CLAYTON RS CLA CLAYTON VICAU,-50.0,82.29,a,MYKI
161,1720828800,a,b,Transfer from xx0274 CommBank app,100.0,132.29,a,D
162,1720742400,a,b,COLES 0536 CLAYTON AU,-14.54,32.29,a,COLES
163,1720742400,a,b,Transfer from xx0274 CommBank app Bill,50.0,46.83,a,D
164,1720742400,a,b,SULBING PREMIUM CAFE MELBOURNE VI AUS Card xx7189 Value Date: 10/07/2024,-25.27,-3.17,a,other
165,1720742400,a,b,CocaColaEPP Dandenong AUS Card xx7189 Value Date: 09/07/2024,-3.6,22.1,a,other
166,1720656000,a,b,COLES 0581 CLAYTON AU,-20.0,25.7,a,COLES
167,1720656000,a,b,International Transaction Fee Value Date: 09/07/2024,-1.04,45.7,a,other
168,1720656000,a,b,WWW.SKILLCERTPRO.COM ABU DHABI AZ ARE Card xx7189 USD 19.99 Value Date: 09/07/2024,-29.7,46.74,a,other
169,1720569600,a,b,Non CBA ATM Withdrawal Fee,-2.5,76.44,a,other
170,1720569600,a,b,Wdl ATM ETX HAMA FILM 2 MELBOURNE AU,-20.0,78.94,a,other
171,1720569600,a,b,B. LUCKY AND SONS MELBOURNE AU,-10.0,98.94,a,other
172,1720569600,a,b,B. LUCKY AND SONS MELBOURNE AU,-50.0,108.94,a,other
173,1720569600,a,b,SAMUT Melbourne AU,-42.13,158.94,a,other
174,1720569600,a,b,Transfer from xx0274 CommBank app,150.0,201.07,a,D
175,1720569600,a,b,COLES 0536 CLAYTON AU,-9.21,51.07,a,COLES
176,1720569600,a,b,AMZNPRIMEAU MEMBERSHIP SYDNEY SOUTH NS AUS Card xx7189 Value Date: 08/07/2024,-9.99,60.28,a,other
177,1720483200,a,b,Transfer from xx0274 CommBank app,50.0,70.27,a,D
178,1720483200,a,b,International Transaction Fee Value Date: 04/07/2024,-9.58,20.27,a,other
179,1720483200,a,b,WL *VUE*TESTING EXAM BLOOMINGTON MN USA Card xx7189 USD 181.50 Value Date: 03/07/2024,-273.67,29.85,a,other
180,1720310400,a,b,COLES 0581 CLAYTON AU,-42.34,303.52,a,COLES
181,1720310400,a,b,Transfer To H SOUNDARARAJAN PayID Phone from CommBank App Food,-22.0,345.86,a,other
182,1720310400,a,b,Transfer from xx0274 CommBank app,100.0,367.86,a,D
183,1720310400,a,b,UBER* TRIP,-14.42,267.86,a,UBER
184,1720137600,a,b,COLES 0581 CLAYTON AU,-21.11,282.28,a,COLES
185,1720137600,a,b,DOT MYKI RELOAD MELBOURNE AUS Card xx7189 Value Date: 02/07/2024,-50.0,303.39,a,MYKI
186,1720051200,a,b,COLES 0581 CLAYTON AU,-3.99,353.39,a,COLES
187,1720051200,a,b,COLES 0581 CLAYTON AU,-16.05,357.38,a,COLES
188,1719964800,a,b,Transfer from xx0274 CommBank app,100.0,373.43,a,D
189,1719964800,a,b,Transfer from xx0274 CommBank app,100.0,273.43,a,D
190,1719878400,a,b,COLES 0581 CLAYTON AU,-17.16,173.43,a,COLES
191,1719878400,a,b,Fast Transfer From MATHEWS TOMY to PayID Phone treat,211.0,190.59,a,other
192,1719878400,a,b,UBER* TRIP,-14.36,-20.41,a,UBER
193,1719878400,a,b,COLES 0581COLES 0581 CLAYTON AU AUS Card xx7189 Value Date: 29/06/2024,-43.16,-6.05,a,COLES
194,1719878400,a,b,International Transaction Fee Value Date: 28/06/2024,-0.23,37.11,a,other
195,1719878400,a,b,SG HAWKER - TERMINAL 1 SINGAPORE 06 SGP Card xx7189 SGD 6.00 Value Date: 28/06/2024,-6.65,37.34,a,other
196,1719792000,a,b,COLES 0581 CLAYTON AU,-8.33,43.99,a,COLES
197,1719792000,a,b,Debit Excess Interest,-0.02,52.32,a,other
198,1719619200,a,b,AAA CLAYTON VIC AU,-55.0,52.34,a,other
199,1719619200,a,b,Transfer from xx0274 CommBank app,50.0,107.34,a,D
200,1719619200,a,b,IPY*CLAYTONAQCHEALTH Clayton South VI AUS Card xx7189 Value Date: 27/06/2024,-31.1,57.34,a,other
201,1719532800,a,b,7-ELEVEN 1243 ARDEER AU,-25.0,88.44,a,other
202,1719532800,a,b,Hudsons Elizabeth St 86 Elizabeth AU,-14.14,113.44,a,other
203,1719532800,a,b,Transfer To Derick CommBank App Rent,-491.0,127.58,a,RENT
204,1719532800,a,b,Transfer from xx0274 CommBank app,491.0,618.58,a,D
205,1719532800,a,b,MORE TELECOM STH MELBOURNE AU AUS Card xx7189 Value Date: 26/06/2024,-32.4,127.58,a,other
206,1719273600,a,b,Fast Transfer From - RAICHEL JOSE to PayID Phone Splitwise,81.12,159.98,a,other
207,1718928000,a,b,International Transaction Fee Value Date: 18/06/2024,-0.35,78.86,a,other
208,1718928000,a,b,SG HAWKER - TERMINAL 1 SINGAPORE 06 SGP Card xx7189 SGD 8.80 Value Date: 18/06/2024,-9.88,79.21,a,other
209,1718928000,a,b,International Transaction Fee Value Date: 18/06/2024,-0.37,89.09,a,other
210,1718928000,a,b,SG HAWKER - TERMINAL 1 SINGAPORE 06 SGP Card xx7189 SGD 9.50 Value Date: 18/06/2024,-10.66,89.46,a,other
211,1718928000,a,b,International Transaction Fee Value Date: 18/06/2024,-0.37,100.12,a,other
212,1718928000,a,b,SOON TOFU T2 Singapore SGP Card xx7189 SGD 9.50 Value Date: 18/06/2024,-10.66,100.49,a,other
213,1718841600,a,b,International Transaction Fee Value Date: 17/06/2024,-0.24,111.15,a,other
214,1718841600,a,b,SCOOT CAFE_SATS APS SINGAPORE SG SGP Card xx7189 SGD 6.00 Value Date: 17/06/2024,-6.73,111.39,a,other
215,1718841600,a,b,International Transaction Fee Value Date: 18/06/2024,-0.35,118.12,a,other
216,1718841600,a,b,TS/SG HAWKER CAG T SINGAPORE SGP Card xx7189 SGD 9.00 Value Date: 18/06/2024,-10.1,118.47,a,other
217,1718755200,a,b,CocaColaEPP Springvale AUS Card xx7189 Value Date: 14/06/2024,-3.8,128.57,a,other
218,1718668800,a,b,NANDOS CHADSTONE SHOP Chadstone AU AUS Card xx7189 Value Date: 16/06/2024,-40.95,132.37,a,other
219,1718582400,a,b,BEST AND LESS BENDIGO AU,-22.0,173.32,a,other
220,1718582400,a,b,LOVISA PTY LTD BENDIGO AU,-30.98,195.32,a,other
221,1718582400,a,b,STEARNS SHOWCASE JEWELLERBENDIGO AU,-191.0,226.3,a,other
222,1718582400,a,b,Transfer from xx0274 CommBank app,300.0,417.3,a,D
223,1718582400,a,b,COLES 7838 BENDIGO AU,-43.19,117.3,a,COLES
224,1718496000,a,b,SIMSHAZ PTY LTD BENDIGO VIC AU Card xx7189,-80.44,160.49,a,other
225,1718496000,a,b,Transfer from xx0274 CommBank app,200.0,240.93,a,D
226,1718496000,a,b,COLES 0581 CLAYTON AU,-6.5,40.93,a,COLES
227,1718409600,a,b,COLES 0536 CLAYTON AU,-29.55,47.43,a,COLES
228,1718409600,a,b,CLAYTON AQUATIC & HEA CLAYTON VICAU,-31.1,76.98,a,GYM
229,1718409600,a,b,Transfer from xx0274 CommBank app,100.0,108.08,a,D
230,1718236800,a,b,Transfer To A TO Z GLASS SERVICE PayID Phone from CommBank App Bill,-180.0,8.08,a,other
231,1718236800,a,b,Transfer from xx0274 CommBank app Bill,180.0,188.08,a,D
232,1718150400,a,b,Overdraw Fee For exceeding available funds on 11 Jun,-15.0,8.08,a,COMM
233,1718150400,a,b,COLES 0536 CLAYTON AU,-33.48,23.08,a,COLES
234,1718150400,a,b,Transfer from xx0274 CommBank app,100.0,56.56,a,D
235,1718064000,a,b,UBER* TRIP,-18.71,-43.44,a,UBER
236,1718064000,a,b,KFC GLEN WAVRLY CNTRL GLEN WAVERLEYVICAU,-17.9,-24.73,a,other
237,1718064000,a,b,DOT MYKI RELOAD MELBOURNE AUS Card xx7189 Value Date: 06/06/2024,-50.0,-6.83,a,MYKI
238,1717977600,a,b,COLES 0581 CLAYTON AU,-28.53,43.17,a,COLES
239,1717977600,a,b,UBER* TRIP,-18.13,71.7,a,UBER
240,1717891200,a,b,UBER* TRIP,-20.42,89.83,a,UBER
241,1717804800,a,b,COLES 0536 CLAYTON AU,-36.48,110.25,a,COLES
242,1717804800,a,b,Transfer from xx0274 CommBank app,100.0,146.73,a,D
243,1717545600,a,b,COLES 0581 CLAYTON AU,-33.25,46.73,a,COLES
244,1717545600,a,b,COLES 0536 CLAYTON AU,-32.07,79.98,a,COLES
245,1717545600,a,b,Alinta Energy CommBank app BPAY 168930 10292002927 Bill,-352.65,112.05,a,other
246,1717545600,a,b,Transfer from xx0274 CommBank app Bill,400.0,464.7,a,D
247,1717545600,a,b,CocaColaEPP Springvale AUS Card xx7189 Value Date: 03/06/2024,-3.6,64.7,a,other
248,1717459200,a,b,COLES 0581 CLAYTON AU,-43.17,68.3,a,COLES
249,1717459200,a,b,Transfer from xx0274 CommBank app,100.0,111.47,a,D
250,1717286400,a,b,COLES 0536 CLAYTON AU,-16.22,11.47,a,COLES
251,1717200000,a,b,Debit Excess Interest,-0.03,27.69,a,other
252,1717200000,a,b,IPY*CLAYTONAQCHEALTH Clayton South VI AUS Card xx7189 Value Date: 30/05/2024,-53.0,27.72,a,other
